CTE	CTE_PREV	CTE_SUM	KP	KI	KD	P_ERROR	I_ERROR	D_ERROR
0.739000	0.739000	52.047900	0.200000	0.000400	3.000000	0.147800	0.020819	-0.002700
0.738100	0.738100	52.786000	0.200000	0.000400	3.000000	0.147620	0.021114	-0.002700
0.736200	0.736200	53.522200	0.200000	0.000400	3.000000	0.147240	0.021409	-0.005700
0.735200	0.735200	54.257400	0.200000	0.000400	3.000000	0.147040	0.021703	-0.003000
0.734200	0.734200	54.991600	0.200000	0.000400	3.000000	0.146840	0.021997	-0.003000
0.733100	0.733100	55.724700	0.200000	0.000400	3.000000	0.146620	0.022290	-0.003300
0.733100	0.733100	56.457800	0.200000	0.000400	3.000000	0.146620	0.022583	0.000000
0.732000	0.732000	57.189800	0.200000	0.000400	3.000000	0.146400	0.022876	-0.003300
0.730800	0.730800	57.920600	0.200000	0.000400	3.000000	0.146160	0.023168	-0.003600
0.729600	0.729600	58.650200	0.200000	0.000400	3.000000	0.145920	0.023460	-0.003600
0.728300	0.728300	59.378500	0.200000	0.000400	3.000000	0.145660	0.023751	-0.003900
0.727100	0.727100	60.105600	0.200000	0.000400	3.000000	0.145420	0.024042	-0.003600
0.725800	0.725800	60.831400	0.200000	0.000400	3.000000	0.145160	0.024333	-0.003900
0.723000	0.723000	61.554400	0.200000	0.000400	3.000000	0.144600	0.024622	-0.008400
0.721500	0.721500	62.275900	0.200000	0.000400	3.000000	0.144300	0.024910	-0.004500
0.720100	0.720100	62.996000	0.200000	0.000400	3.000000	0.144020	0.025198	-0.004200
0.718500	0.718500	63.714500	0.200000	0.000400	3.000000	0.143700	0.025486	-0.004800
0.716900	0.716900	64.431400	0.200000	0.000400	3.000000	0.143380	0.025773	-0.004800
0.715300	0.715300	65.146700	0.200000	0.000400	3.000000	0.143060	0.026059	-0.004800
0.713600	0.713600	65.860300	0.200000	0.000400	3.000000	0.142720	0.026344	-0.005100
0.711800	0.711800	66.572100	0.200000	0.000400	3.000000	0.142360	0.026629	-0.005400
0.710000	0.710000	67.282100	0.200000	0.000400	3.000000	0.142000	0.026913	-0.005400
0.708100	0.708100	67.990200	0.200000	0.000400	3.000000	0.141620	0.027196	-0.005700
0.706200	0.706200	68.696400	0.200000	0.000400	3.000000	0.141240	0.027479	-0.005700
0.704200	0.704200	69.400600	0.200000	0.000400	3.000000	0.140840	0.027760	-0.006000
0.702200	0.702200	70.102800	0.200000	0.000400	3.000000	0.140440	0.028041	-0.006000
0.700100	0.700100	70.802900	0.200000	0.000400	3.000000	0.140020	0.028321	-0.006300
0.697900	0.697900	71.500800	0.200000	0.000400	3.000000	0.139580	0.028600	-0.006600
0.695700	0.695700	72.196500	0.200000	0.000400	3.000000	0.139140	0.028879	-0.006600
0.693400	0.693400	72.889900	0.200000	0.000400	3.000000	0.138680	0.029156	-0.006900
0.691100	0.691100	73.581000	0.200000	0.000400	3.000000	0.138220	0.029432	-0.006900
0.688700	0.688700	74.269700	0.200000	0.000400	3.000000	0.137740	0.029708	-0.007200
0.686200	0.686200	74.955900	0.200000	0.000400	3.000000	0.137240	0.029982	-0.007500
0.683700	0.683700	75.639600	0.200000	0.000400	3.000000	0.136740	0.030256	-0.007500
0.681100	0.681100	76.320700	0.200000	0.000400	3.000000	0.136220	0.030528	-0.007800
0.675700	0.675700	76.996400	0.200000	0.000400	3.000000	0.135140	0.030799	-0.016200
0.672900	0.672900	77.669300	0.200000	0.000400	3.000000	0.134580	0.031068	-0.008400
0.667100	0.667100	78.336400	0.200000	0.000400	3.000000	0.133420	0.031335	-0.017400
0.664100	0.664100	79.000500	0.200000	0.000400	3.000000	0.132820	0.031600	-0.009000
0.661100	0.661100	79.661600	0.200000	0.000400	3.000000	0.132220	0.031865	-0.009000
0.658000	0.658000	80.319600	0.200000	0.000400	3.000000	0.131600	0.032128	-0.009300
0.654800	0.654800	80.974400	0.200000	0.000400	3.000000	0.130960	0.032390	-0.009600
0.651500	0.651500	81.625900	0.200000	0.000400	3.000000	0.130300	0.032650	-0.009900
0.648100	0.648100	82.274000	0.200000	0.000400	3.000000	0.129620	0.032910	-0.010200
0.644700	0.644700	82.918700	0.200000	0.000400	3.000000	0.128940	0.033167	-0.010200
0.641200	0.641200	83.559900	0.200000	0.000400	3.000000	0.128240	0.033424	-0.010500
0.637600	0.637600	84.197500	0.200000	0.000400	3.000000	0.127520	0.033679	-0.010800
0.633900	0.633900	84.831400	0.200000	0.000400	3.000000	0.126780	0.033933	-0.011100
0.630100	0.630100	85.461500	0.200000	0.000400	3.000000	0.126020	0.034185	-0.011400
0.622400	0.622400	86.083900	0.200000	0.000400	3.000000	0.124480	0.034434	-0.023100
0.614200	0.614200	86.698100	0.200000	0.000400	3.000000	0.122840	0.034679	-0.024600
0.601700	0.601700	87.299800	0.200000	0.000400	3.000000	0.120340	0.034920	-0.037500
0.592900	0.592900	87.892700	0.200000	0.000400	3.000000	0.118580	0.035157	-0.026400
0.588500	0.588500	88.481200	0.200000	0.000400	3.000000	0.117700	0.035392	-0.013200
0.584000	0.584000	89.065200	0.200000	0.000400	3.000000	0.116800	0.035626	-0.013500
0.579300	0.579300	89.644500	0.200000	0.000400	3.000000	0.115860	0.035858	-0.014100
0.574600	0.574600	90.219100	0.200000	0.000400	3.000000	0.114920	0.036088	-0.014100
0.569700	0.569700	90.788800	0.200000	0.000400	3.000000	0.113940	0.036316	-0.014700
0.564700	0.564700	91.353500	0.200000	0.000400	3.000000	0.112940	0.036541	-0.015000
0.559700	0.559700	91.913200	0.200000	0.000400	3.000000	0.111940	0.036765	-0.015000
0.554500	0.554500	92.467700	0.200000	0.000400	3.000000	0.110900	0.036987	-0.015600
0.549200	0.549200	93.016900	0.200000	0.000400	3.000000	0.109840	0.037207	-0.015900
0.543900	0.543900	93.560800	0.200000	0.000400	3.000000	0.108780	0.037424	-0.015900
0.538400	0.538400	94.099200	0.200000	0.000400	3.000000	0.107680	0.037640	-0.016500
0.532900	0.532900	94.632100	0.200000	0.000400	3.000000	0.106580	0.037853	-0.016500
0.527200	0.527200	95.159300	0.200000	0.000400	3.000000	0.105440	0.038064	-0.017100
0.521500	0.521500	95.680800	0.200000	0.000400	3.000000	0.104300	0.038272	-0.017100
0.515600	0.515600	96.196400	0.200000	0.000400	3.000000	0.103120	0.038479	-0.017700
0.509700	0.509700	96.706100	0.200000	0.000400	3.000000	0.101940	0.038682	-0.017700
0.503700	0.503700	97.209800	0.200000	0.000400	3.000000	0.100740	0.038884	-0.018000
0.497800	0.497800	97.707600	0.200000	0.000400	3.000000	0.099560	0.039083	-0.017700
0.492000	0.492000	98.199600	0.200000	0.000400	3.000000	0.098400	0.039280	-0.017400
0.486500	0.486500	98.686100	0.200000	0.000400	3.000000	0.097300	0.039474	-0.016500
0.481200	0.481200	99.167300	0.200000	0.000400	3.000000	0.096240	0.039667	-0.015900
0.481200	0.481200	99.648500	0.200000	0.000400	3.000000	0.096240	0.039859	0.000000
0.476200	0.476200	100.124700	0.200000	0.000400	3.000000	0.095240	0.040050	-0.015000
0.471600	0.471600	100.596300	0.200000	0.000400	3.000000	0.094320	0.040239	-0.013800
0.467500	0.467500	101.063800	0.200000	0.000400	3.000000	0.093500	0.040426	-0.012300
0.464200	0.464200	101.528000	0.200000	0.000400	3.000000	0.092840	0.040611	-0.009900
0.461700	0.461700	101.989700	0.200000	0.000400	3.000000	0.092340	0.040796	-0.007500
0.460400	0.460400	102.450100	0.200000	0.000400	3.000000	0.092080	0.040980	-0.003900
0.454700	0.454700	102.904800	0.200000	0.000400	3.000000	0.090940	0.041162	-0.017100
