CTE	CTE_PREV	CTE_SUM	KP	KI	KD	P_ERROR	I_ERROR	D_ERROR
0.007600	0.007600	117.741800	0.200000	0.000400	0.000000	0.001520	0.047097	-0.000000
-0.001900	-0.001900	117.739900	0.200000	0.000400	0.000000	-0.000380	0.047096	-0.000000
-0.011500	-0.011500	117.728400	0.200000	0.000400	0.000000	-0.002300	0.047091	-0.000000
-0.021200	-0.021200	117.707200	0.200000	0.000400	0.000000	-0.004240	0.047083	-0.000000
-0.030900	-0.030900	117.676300	0.200000	0.000400	0.000000	-0.006180	0.047071	-0.000000
-0.040700	-0.040700	117.635600	0.200000	0.000400	0.000000	-0.008140	0.047054	-0.000000
-0.050500	-0.050500	117.585100	0.200000	0.000400	0.000000	-0.010100	0.047034	-0.000000
-0.060400	-0.060400	117.524700	0.200000	0.000400	0.000000	-0.012080	0.047010	-0.000000
-0.070300	-0.070300	117.454400	0.200000	0.000400	0.000000	-0.014060	0.046982	-0.000000
-0.070300	-0.070300	117.384100	0.200000	0.000400	0.000000	-0.014060	0.046954	0.000000
-0.080200	-0.080200	117.303900	0.200000	0.000400	0.000000	-0.016040	0.046922	-0.000000
-0.090200	-0.090200	117.213700	0.200000	0.000400	0.000000	-0.018040	0.046885	-0.000000
-0.100200	-0.100200	117.113500	0.200000	0.000400	0.000000	-0.020040	0.046845	-0.000000
-0.110300	-0.110300	117.003200	0.200000	0.000400	0.000000	-0.022060	0.046801	-0.000000
-0.120400	-0.120400	116.882800	0.200000	0.000400	0.000000	-0.024080	0.046753	-0.000000
-0.130500	-0.130500	116.752300	0.200000	0.000400	0.000000	-0.026100	0.046701	-0.000000
-0.140600	-0.140600	116.611700	0.200000	0.000400	0.000000	-0.028120	0.046645	-0.000000
-0.150700	-0.150700	116.461000	0.200000	0.000400	0.000000	-0.030140	0.046584	-0.000000
-0.160900	-0.160900	116.300100	0.200000	0.000400	0.000000	-0.032180	0.046520	-0.000000
-0.171000	-0.171000	116.129100	0.200000	0.000400	0.000000	-0.034200	0.046452	-0.000000
-0.181300	-0.181300	115.947800	0.200000	0.000400	0.000000	-0.036260	0.046379	-0.000000
-0.191200	-0.191200	115.756600	0.200000	0.000400	0.000000	-0.038240	0.046303	-0.000000
-0.201300	-0.201300	115.555300	0.200000	0.000400	0.000000	-0.040260	0.046222	-0.000000
-0.211600	-0.211600	115.343700	0.200000	0.000400	0.000000	-0.042320	0.046137	-0.000000
-0.221500	-0.221500	115.122200	0.200000	0.000400	0.000000	-0.044300	0.046049	-0.000000
-0.231800	-0.231800	114.890400	0.200000	0.000400	0.000000	-0.046360	0.045956	-0.000000
-0.231800	-0.231800	114.658600	0.200000	0.000400	0.000000	-0.046360	0.045863	0.000000
-0.241600	-0.241600	114.417000	0.200000	0.000400	0.000000	-0.048320	0.045767	-0.000000
-0.251800	-0.251800	114.165200	0.200000	0.000400	0.000000	-0.050360	0.045666	-0.000000
-0.261600	-0.261600	113.903600	0.200000	0.000400	0.000000	-0.052320	0.045561	-0.000000
-0.271700	-0.271700	113.631900	0.200000	0.000400	0.000000	-0.054340	0.045453	-0.000000
-0.281500	-0.281500	113.350400	0.200000	0.000400	0.000000	-0.056300	0.045340	-0.000000
-0.291500	-0.291500	113.058900	0.200000	0.000400	0.000000	-0.058300	0.045224	-0.000000
-0.301200	-0.301200	112.757700	0.200000	0.000400	0.000000	-0.060240	0.045103	-0.000000
-0.311200	-0.311200	112.446500	0.200000	0.000400	0.000000	-0.062240	0.044979	-0.000000
-0.320800	-0.320800	112.125700	0.200000	0.000400	0.000000	-0.064160	0.044850	-0.000000
-0.330600	-0.330600	111.795100	0.200000	0.000400	0.000000	-0.066120	0.044718	-0.000000
-0.330600	-0.330600	111.464500	0.200000	0.000400	0.000000	-0.066120	0.044586	0.000000
-0.340100	-0.340100	111.124400	0.200000	0.000400	0.000000	-0.068020	0.044450	-0.000000
-0.349800	-0.349800	110.774600	0.200000	0.000400	0.000000	-0.069960	0.044310	-0.000000
-0.359200	-0.359200	110.415400	0.200000	0.000400	0.000000	-0.071840	0.044166	-0.000000
-0.368700	-0.368700	110.046700	0.200000	0.000400	0.000000	-0.073740	0.044019	-0.000000
-0.378000	-0.378000	109.668700	0.200000	0.000400	0.000000	-0.075600	0.043867	-0.000000
-0.387400	-0.387400	109.281300	0.200000	0.000400	0.000000	-0.077480	0.043713	-0.000000
-0.396400	-0.396400	108.884900	0.200000	0.000400	0.000000	-0.079280	0.043554	-0.000000
-0.405600	-0.405600	108.479300	0.200000	0.000400	0.000000	-0.081120	0.043392	-0.000000
-0.414600	-0.414600	108.064700	0.200000	0.000400	0.000000	-0.082920	0.043226	-0.000000
-0.423600	-0.423600	107.641100	0.200000	0.000400	0.000000	-0.084720	0.043056	-0.000000
-0.432200	-0.432200	107.208900	0.200000	0.000400	0.000000	-0.086440	0.042884	-0.000000
-0.440900	-0.440900	106.768000	0.200000	0.000400	0.000000	-0.088180	0.042707	-0.000000
